Region_107011130,"Land area","Area of agricultural land","Area irrigated","Volume of water applied","Water for other agricultural uses","Total water use","Application Rate - Total area watered and used","Conservation and Natural Environments","Production from Relatively Natural Environments","Production from Dryland Agriculture and Plantations","Production from Irrigated Agriculture and Plantations","Intensive Uses","Water","","Extraction Sites","Bare Areas","Inland Waterbodies","Salt Lakes","Irrigated Cropping","Irrigated Pasture","Irrigated Sugar","Rainfed Cropping","Rainfed Pasture","Rainfed Sugar","Wetlands","Tussock Grasses - Closed","Alpine Grasses - Open","Hummock Grasses","Sedges - Open","Tussock Grasses - Open","Grassland - Scattered","Tussock Grasses - Scattered","Grassland - Sparse","Hummock Grasses - Sparse","Tussock Grasses - Sparse","Shrubs - Closed","Shrubs - Open","Chenopod Shrubs - Open","Shrubs - Scattered","Chenopod Shrubs - Scattered","Shrubs - Sparse","Chenopod Shrubs - Sparse","Trees - Closed","Trees - Open","Trees - Scattered","Trees - Sparse","Built Up Area"
Region_107011131,"Land area","Area of agricultural land","Area irrigated","Volume of water applied","Water for other agricultural uses","Total water use","Application Rate - Total area watered and used","Conservation and Natural Environments","Production from Relatively Natural Environments","Production from Dryland Agriculture and Plantations","Production from Irrigated Agriculture and Plantations","Intensive Uses","Water","","Extraction Sites","Bare Areas","Inland Waterbodies","Salt Lakes","Irrigated Cropping","Irrigated Pasture","Irrigated Sugar","Rainfed Cropping","Rainfed Pasture","Rainfed Sugar","Wetlands","Tussock Grasses - Closed","Alpine Grasses - Open","Hummock Grasses","Sedges - Open","Tussock Grasses - Open","Grassland - Scattered","Tussock Grasses - Scattered","Grassland - Sparse","Hummock Grasses - Sparse","Tussock Grasses - Sparse","Shrubs - Closed","Shrubs - Open","Chenopod Shrubs - Open","Shrubs - Scattered","Chenopod Shrubs - Scattered","Shrubs - Sparse","Chenopod Shrubs - Sparse","Trees - Closed","Trees - Open","Trees - Scattered","Trees - Sparse","Built Up Area"
